Functions,cyclomatic_complexity
"public class ISVALIDTOKENCHAR {

    boolean isValidTokenChar(
        char c)
    {
        if ( ( (c >= '\u0000') && (c <='\u0020') ) ||
             ( (c >= '\u003a') && (c <= '\u0040') ) ||
             ( (c >= '\u005b') && (c <= '\u005d') ) ||
             ('\u002c' == c) ||
             ('\u0025' == c) ||
             ('\u0028' == c) ||
             ('\u0029' == c) ||
             ('\u007b' == c) ||
             ('\u007d' == c) ||
             ('\u007f' == c) )
            return false;

        return true;
    }
}",14
"public class ISWHITESPACE {

    boolean isWhiteSpace(
        char c)
    {
        if ( ('\t' == c) ||  // HORIZONTAL TABULATION.
             ('\n' == c) ||  // LINE FEED.
             ('\r' == c) ||  // CARRIAGE RETURN.
             ('\u0020' == c) )
            return true;

        return false;
    }
}",5
"public class ISVALIDTOKENCHAR {

    boolean isValidTokenChar(
        char c)
    {
        if ( ( (c >= '\u0000') && (c <='\u0020') ) ||
             ( (c >= '\u003a') && (c <= '\u0040') ) ||
             ( (c >= '\u005b') && (c <= '\u005d') ) ||
             ('\u002c' == c) ||
             ('\u0025' == c) ||
             ('\u0028' == c) ||
             ('\u0029' == c) ||
             ('\u007b' == c) ||
             ('\u007d' == c) ||
             ('\u007f' == c) )
            return false;

        return true;
    }
}",14
"public class ISWHITESPACE {

    boolean isWhiteSpace(
        char c)
    {
        if ( ('\t' == c) || // HORIZONTAL TABULATION.
             ('\n' == c) || // LINE FEED.
             ('\r' == c) || // CARRIAGE RETURN.
             ('\u0020' == c) )
            return true;

        return false;
    }
}",5
"public class Unshiftchar {

	public char unshiftchar(char c, int shift)
	{
		return (char)(((int)c + 26 -  97 - shift) % 26 + 97);
	}
}",1
"public class Shiftchar {

	public char shiftchar(char c, int shift)
	{
		return (char)(((int)c + shift - 97) % 26 + 97); 
	}
}",1
"public class CONVERTDIGIT {

    private static char convertDigit(int value) {

        value &= 0x0f;
        if (value >= 10)
            return ((char)(value - 10 + 'a'));
        else
            return ((char)(value + '0'));

    }
}",2
"public class ISVALID {

    public static boolean isValid(long sValue) {
        return !((sValue < 0L) || (sValue > 255L));
    }
}",2
"public class ISVALID {

    public static boolean isValid(long iValue) {
        return !((iValue < 0L) || (iValue > 4294967295L));
    }
}",2
"public class COMPARE {

    private static int compare(long thisLong, long thatLong) {
        // To avoid infinite recursion, do not instantiate UnsignedLong in this method, which may be called during UnsignedLong instantiation.

        if (thisLong == thatLong) {
            return 0;
        } else {
            boolean isLessThan; // This is less than that.

            // Prepare the most significant half of the data for comparison.
            // The shift distance can be any number from 1 to 32 inclusive (1 is probably fastest).
            // A shift distance of one is sufficient to move the significant data off of the sign bit, allowing for a signed comparison of positive numbers (i.e. an unsigned comparison).
            long thisHalfLong = (thisLong & 0xffffffff00000000L) >>> 1;
            long thatHalfLong = (thatLong & 0xffffffff00000000L) >>> 1;

            if (thisHalfLong == thatHalfLong) {
                // We must also look at the least significant half of the data.

                // Prepare the least significant half of the data for comparison.
                thisHalfLong = (thisLong & 0x00000000ffffffffL);
                thatHalfLong = (thatLong & 0x00000000ffffffffL);

                // We already know that the data is not equal.
                isLessThan = thisHalfLong < thatHalfLong;
            } else {
                // The answer is in the most significant half of the data.
                isLessThan = thisHalfLong < thatHalfLong;
            }

            if (isLessThan) {
                return -1; // Returns a negative integer as this object is less than than the specified object.
            } else {
                return 1; // Returns a positive integer as this object is greater than than the specified object.
            }
        }
    }
}",4
"public class ISVALID {

    public static boolean isValid(long sValue) {
        return !((sValue < 0L) || (sValue > 65535L));
    }
}",2
"public class ISDIGIT {

    private static boolean isDigit(char p_char) {
        return p_char >= '0' && p_char <= '9';
    }
}",2
"public class ISALPHA {

    private static boolean isAlpha(char p_char) {
        return ((p_char >= 'a' && p_char <= 'z') || (p_char >= 'A' && p_char <= 'Z'));
    }
}",4
"public class ISPUNCTUATION {

    private static boolean isPunctuation(char c) {
        return '-' == c
                || '.' == c
                || ':' == c
                || '\u00B7' == c
                || '\u0387' == c
                || '-' == c
                || '\u06DD' == c
                || '\u06DE' == c;
    }
}",8
"public class ISSUPPLEMENTAL {

    public static boolean isSupplemental(int c) {
        return (c >= 0x10000 && c <= 0x10FFFF);
    }
}",2
"public class SUPPLEMENTAL {

    public static int supplemental(char h, char l) {
        return (h - 0xD800) * 0x400 + (l - 0xDC00) + 0x10000;
    }
}",1
"public class HIGHSURROGATE {

    public static char highSurrogate(int c) {
        return (char) (((c - 0x00010000) >> 10) + 0xD800);
    }
}",1
"public class LOWSURROGATE {

    public static char lowSurrogate(int c) {
        return (char) (((c - 0x00010000) & 0x3FF) + 0xDC00);
    }
}",1
"public class ISHIGHSURROGATE {

    public static boolean isHighSurrogate(int c) {
        return (0xD800 <= c && c <= 0xDBFF);
    }
}",2
"public class ISLOWSURROGATE {

    public static boolean isLowSurrogate(int c) {
        return (0xDC00 <= c && c <= 0xDFFF);
    }
}",2
"public class ISMARKUP {

    public static boolean isMarkup(int c) {
        return c == '<' || c == '&' || c == '%';
    }
}",3
"public class VALIDATE {

    protected boolean validate(boolean performVaidation){
        //override the implementation where necessary.
        //return validation successful here. 
        return true;
    }
}",1
"public class Add {

    public int add(int p1, int p2) {
        return p1 + p2;
    }
}",1
"public class ISGENERATETOOLTIPS {

    protected boolean isGenerateToolTips(double ratio) {
        return (ratio >= 1.0);
    }
}",1
"public class ISGENERATETEXT {

    protected boolean isGenerateText(double ratio) {
        return (ratio >= 1.0);
    }
}",1
"public class DEHEXCHAR {

    public static int dehexchar(char c) {
        if (c >= '0' && c <= '9') {
            return c - '0';
        }
        if (c >= 'A' && c <= 'F') {
            return c - ('A' - 10);
        }
        if (c >= 'a' && c <= 'f') {
            return c - ('a' - 10);
        }
        return -1;
    }
}",7
"public class CHARTOUPPER {

	public static char charToUpper(char c)
	{
		if ((int) c >= (int) 'a' && (int) c <= (int) 'z')
		{
			c -= (int) 'a' - (int) 'A';
		}
		return c;
	}
}",3
"public class LIMITNUMBER {

	public static double limitNumber(double number, double lower, double higher)
	{
		if (lower > higher)
		{
			double temp = lower;
			lower = higher;
			higher = temp;
		}

		return Math.max(lower, Math.min(higher, number));
	}
}",2
"public class LIMITNUMBER {

	public static float limitNumber(float number, float lower, float higher)
	{
		if (lower > higher)
		{
			float temp = lower;
			lower = higher;
			higher = temp;
		}

		return Math.max(lower, Math.min(higher, number));
	}
}",2
"public class LIMITNUMBER {

	public static int limitNumber(int number, int lower, int higher)
	{
		if (lower > higher)
		{
			int temp = lower;
			lower = higher;
			higher = temp;
		}

		return Math.max(lower, Math.min(higher, number));
	}
}",2
"public class ISNUMBER {

	public static boolean isNumber(char c)
	{
		return '0' <= c && c <= '9';
	}
}",2
"public class ISGREATERTHANEPSILON {

  private boolean isGreaterThanEpsilon(double v) {
    return v - 0.000001 > 0;
  }
}",1
"public class XTOTILEX {

    public static int XToTileX(int x, int tileGridXOffset, int tileWidth) {
        x -= tileGridXOffset;
        if (x < 0) {
            x += 1 - tileWidth; // Force round to -infinity
        }
        return x/tileWidth;
    }
}",2
"public class YTOTILEY {

    public static int YToTileY(int y, int tileGridYOffset, int tileHeight) {
        y -= tileGridYOffset;
        if (y < 0) {
            y += 1 - tileHeight; // Force round to -infinity
        }
        return y/tileHeight;
    }
}",2
"public class TILEXTOX {

    public static int tileXToX(int tx, int tileGridXOffset, int tileWidth) {
        return tx*tileWidth + tileGridXOffset;
    }
}",1
"public class TILEYTOY {

    public static int tileYToY(int ty, int tileGridYOffset, int tileHeight) {
        return ty*tileHeight + tileGridYOffset;
    }
}",1
"public class GETGIFPALETTESIZE {

    private static int getGifPaletteSize(int x) {
        if (x <= 2) {
            return 2;
        }
        x = x - 1;
        x = x | (x >> 1);
        x = x | (x >> 2);
        x = x | (x >> 4);
        x = x | (x >> 8);
        x = x | (x >> 16);
        return x + 1;
    }
}",2
"public class Getcompsubsx {

    public int getcompsubsx(int c) {
        return 1;
    }
}",1
"public class Getcompsubsy {

    public int getcompsubsy(int c) {
        return 1;
    }
}",1
"public class Getfixedpoint {

    public int getfixedpoint(int c) {
        // Check component index
        return 0;
    }
}",1
"public class XTOTILEX {

    public static int XToTileX(int x, int tileGridXOffset, int tileWidth) {
        x -= tileGridXOffset;
        if (x < 0) {
            x += 1 - tileWidth;		// force round to -infinity (ceiling)
        }
        return x/tileWidth;
    }
}",2
"public class YTOTILEY {

    public static int YToTileY(int y, int tileGridYOffset, int tileHeight) {
        y -= tileGridYOffset;
        if (y < 0) {
            y += 1 - tileHeight;	 // force round to -infinity (ceiling)
        }
        return y/tileHeight;
    }
}",2
"public class Getcompulx {

    public int getcompulx(int c) {
        return 0;
    }
}",1
"public class Getcompuly {

    public int getcompuly(int c) {
        return 0;
    }
}",1
"public class Getcompsubsx {

    public int getcompsubsx(int c) {
        return 1;
    }
}",1
"public class Getcompsubsy {

    public int getcompsubsy(int c) {
        return 1;
    }
}",1
"public class Getcompulx {

    public int getcompulx(int c) {
        return 0;
    }
}",1
"public class Getcompuly {

    public int getcompuly(int c) {
        return 0;
    }
}",1
"public class Getfixedpoint {

    public int getfixedpoint(int c) {
        // Check component index
        if (c != 0)
            throw new IllegalArgumentException();
        return 0;
    }
}",2
"public class Isorigsigned {

    public boolean isorigsigned(int c) {
        // Check component index
        if (c != 0)
            throw new IllegalArgumentException();
        return false;
    }
}",2
"public class Getfixedpoint {

    public int getfixedpoint(int c){
        return 0;
    }
}",1
"public class LOG2 {

    public static int log2(int x) {
        int y,v;
        // No log of 0 or negative
        if (x <= 0) {
            throw new IllegalArgumentException(""""+x+"" <= 0"");
        }
        // Calculate log2 (it's actually floor log2)
        v = x;
        y = -1;
        while (v>0) {
            v >>=1;
            y++;
        }
        return y;
    }
}",3
"public class Issameasfullwt {

    public boolean issameasfullwt(int tailOvrlp, int headOvrlp, int inLen) {

        //If the input signal has even length.
        if( inLen % 2 == 0) {
            if( tailOvrlp >= 4 && headOvrlp >= 3 ) return true;
            else return false;
        }
        //Else if the input signal has odd length.
        else {
            if( tailOvrlp >= 4 && headOvrlp >= 4 ) return true;
            else return false;
        }
    }
}",6
