"Function","cyclomatic_complexity"
"public class Ytotiley {

    public static int ytotiley(int y, int tileGridYOffset, int tileHeight) {
        y -= tileGridYOffset;
        if (y < 0) {
            y += 1 - tileHeight; // Force round to -infinity
        }
        return y/tileHeight;
    }
}","2"
"public class Tilextox {

    public static int tilextox(int tx, int tileGridXOffset, int tileWidth) {
        return tx*tileWidth + tileGridXOffset;
    }
}","1"
"public class Tileytoy {

    public static int tileytoy(int ty, int tileGridYOffset, int tileHeight) {
        return ty*tileHeight + tileGridYOffset;
    }
}","1"
"public class Getgifpalettesize {

    public static int getgifpalettesize(int x) {
        if (x <= 2) {
            return 2;
        }
        x = x - 1;
        x = x | (x >> 1);
        x = x | (x >> 2);
        x = x | (x >> 4);
        x = x | (x >> 8);
        x = x | (x >> 16);
        return x + 1;
    }
}","2"
"public class Getcompsubsx {

    public int getcompsubsx(int c) {
        return 1;
    }
}","1"
"public class Getcompsubsy {

    public int getcompsubsy(int c) {
        return 1;
    }
}","1"
"public class Getfixedpoint {

    public int getfixedpoint(int c) {
        // Check component index
        return 0;
    }
}","1"
"public class Xtotilex {

    public static int xtotilex(int x, int tileGridXOffset, int tileWidth) {
        x -= tileGridXOffset;
        if (x < 0) {
            x += 1 - tileWidth;		// force round to -infinity (ceiling)
        }
        return x/tileWidth;
    }
}","2"
"public class Ytotiley {

    public static int ytotiley(int y, int tileGridYOffset, int tileHeight) {
        y -= tileGridYOffset;
        if (y < 0) {
            y += 1 - tileHeight;	 // force round to -infinity (ceiling)
        }
        return y/tileHeight;
    }
}","2"
"public class Getcompulx {

    public int getcompulx(int c) {
        return 0;
    }
}","1"
"public class Getcompuly {

    public int getcompuly(int c) {
        return 0;
    }
}","1"
"public class Getfixedpoint {

    public int getfixedpoint(int c) {
        // Check component index
        if (c != 0)
            throw new IllegalArgumentException();
        return 0;
    }
}","2"
"public class Isorigsigned {

    public boolean isorigsigned(int c) {
        // Check component index
        if (c != 0)
            throw new IllegalArgumentException();
        return false;
    }
}","2"
"public class Getfixedpoint {

    public int getfixedpoint(int c){
        return 0;
    }
}","1"
"public class Log2 {

    public static int log2(int x) {
        int y,v;
        // No log of 0 or negative
        if (x <= 0) {
            throw new IllegalArgumentException(""""+x+"" <= 0"");
        }
        // Calculate log2 (it's actually floor log2)
        v = x;
        y = -1;
        while (v>0) {
            v >>=1;
            y++;
        }
        return y;
    }
}","3"
"public class Issameasfullwt {

    public boolean issameasfullwt(int tailOvrlp, int headOvrlp, int inLen) {

        //If the input signal has even length.
        if( inLen % 2 == 0) {
            if( tailOvrlp >= 4 && headOvrlp >= 3 ) return true;
            else return false;
        }
        //Else if the input signal has odd length.
        else {
            if( tailOvrlp >= 4 && headOvrlp >= 4 ) return true;
            else return false;
        }
    }
}","6"
"public class Issameasfullwt {

    public boolean issameasfullwt(int tailOvrlp, int headOvrlp, int inLen) {

        //If the input signal has even length.
        if( inLen % 2 == 0) {
            if( tailOvrlp >= 2 && headOvrlp >= 1 ) return true;
            else return false;
        }
        //Else if the input signal has odd length.
        else {
            if( tailOvrlp >= 2 && headOvrlp >= 2 ) return true;
            else return false;
        }
    }
}","6"
"public class Issameasfullwt {

    public boolean issameasfullwt(int tailOvrlp, int headOvrlp, int inLen) {
        
        //If the input signal has even length.
        if(inLen % 2 == 0) {
            if(tailOvrlp >= 2 && headOvrlp >= 1) return true;
            else return false;
        }
        //Else if the input signal has odd length.
        else {
            if(tailOvrlp >= 2 && headOvrlp >= 2) return true;
            else return false;
        }
    }
}","6"
"public class Getactualsizeofelements {

    public static int getactualsizeofelements(short sizeOfElements)
    {
        if (sizeOfElements < 0)
            return (short) ( ( -sizeOfElements ) >> 2 );
        else
            return sizeOfElements;
    }
}","2"
"public class Isalpha {

    public boolean isalpha(char c) {
        return Character.isLetter(c) || c == '$' || c=='_';
    }
}","3"
"public class Isdigit {

    public boolean isdigit(char c) {
        //System.out.println(""Checking digit for""+c);
        return Character.isDigit(c);
    }
}","1"
"public class Isaddop {

    public boolean isaddop( char c) {
        return (c =='+' || c =='-');
    }
}","2"
"public class Isspecialchar {

    public boolean isspecialchar(char c) {
    	return (c == '>' || c== '<' || c== '=' || c=='&' || c=='[' || c==']');
    }
}","6"
"public class Getrecordsizeforrows {

    public static int getrecordsizeforrows(int rows) {
      return 8 + (rows * 2);
    }
}","1"
"public class Getrecordsizeforblockcount {

     public static int getrecordsizeforblockcount(int blockCount) {
       return 20 + (4 * blockCount);
     }
}","1"
"public class Isinternaldateformat {

    public static boolean isinternaldateformat(int format) {
      boolean retval =false;

            switch(format) {
                // Internal Date Formats as described on page 427 in
                // Microsoft Excel Dev's Kit...
                case 0x0e:
                case 0x0f:
                case 0x10:
                case 0x11:
                case 0x12:
                case 0x13:
                case 0x14:
                case 0x15:
                case 0x16:
                case 0x2d:
                case 0x2e:
                case 0x2f:
                    retval = true;
                    break;
                    
                default:
                    retval = false;
                    break;
            }
       return retval;
    }
}","2"
"public class Isvalidexceldate {
        public static boolean isvalidexceldate(double value)
    {
        return (value > -Double.MIN_VALUE);
    }
}","1"
"public class Daysinprioryears {
        public static int daysinprioryears(int yr)
    {
        if (yr < 1900) {
            throw new IllegalArgumentException(
                ""'year' must be 1900 or greater"");
        }
        
        int yr1  = yr - 1;
        int leapDays =   yr1 / 4   // plus julian leap days in prior years
                       - yr1 / 100 // minus prior century years
                       + yr1 / 400 // plus years divisible by 400 
                       - 460;      // leap days in previous 1900 years
        
        return 365 * (yr - 1900) + leapDays;
    }
}","2"
"public class Decodenumber {
        public static double decodenumber(int number)
    {
        long raw_number = number;

        // mask off the two low-order bits, 'cause they're not part of
        // the number
        raw_number = raw_number >> 2;
        double rvalue = 0;

        if ((number & 0x02) == 0x02)
        {
            // ok, it's just a plain ol' int; we can handle this
            // trivially by casting
            rvalue = ( double ) (raw_number);
        }
        else
        {

            // also trivial, but not as obvious ... left shift the
            // bits high and use that clever static method in Double
            // to convert the resulting bit image to a double
            rvalue = Double.longBitsToDouble(raw_number << 34);
        }
        if ((number & 0x01) == 0x01)
        {

            // low-order bit says divide by 100, and so we do. Why?
            // 'cause that's what the algorithm says. Can't fight city
            // hall, especially if it's the city of Redmond
            rvalue /= 100;
        }

        return rvalue;
    }
}","3"
"public class Ubytetoint {

    public static int ubytetoint(byte b) {
        return ((b & 0x80) == 0 ? (int) b : (b & (byte) 0x7f) + 0x80);
    }
}","1"
"public class Check {
        public boolean check(final int level)
    {
       return false;
    }
}","1"
"public class Usesan {

  public static boolean usesan(char c) {
    boolean result = false;
    switch(c) {
      case 'a':
      case 'A':
      case 'e':
      case 'E':
      case 'i':
      case 'I':
      case 'o':
      case 'O':
      case 'h':
      case 'H':
        result = true;
        break;
      default:
        result = false;
        break;
    }
    return result;
  }
}","2"
"public class Digits {

  public static int digits(int value) {
    int digits = 0;
    while (value > 0) {
      value /= 10;
      digits++;
    }
    return digits;
  }
}","2"
"public class Numinseries {

  public int numinseries(int from, int to, int by)
  {
    if (by < 1)
      throw new IllegalArgumentException(""numInSeries passed a stepBy value < 1"");

    // could calc this but simple loop suffices for our purposes
    int count = 0;
    for (int i = from; i <= to; i += by)
        count++;
    return count;
  }
}","3"
"public class Effectivec {

  public int effectivec(int sizeC, int rgb, int lutLen, boolean indexed, boolean falseColor)
  {
    int effC = sizeC;

    if (indexed)  // this is from Melissa
    {
      if (falseColor)
        effC /= rgb;
      else // not falseColor
        effC *= lutLen;
    }

    return effC;
  }
}","3"
"public class Getbytesperpixel {

  public static int getbytesperpixel(int type) {
    switch(type) {
    case 0:
    case 1:
      return 1;  // INT8 or UINT8
    case 2:
    case 3:
      return 2;  // INT16 or UINT16
    case 4:
    case 5:
    case 6:
      return 4;  // INT32, UINT32 or FLOAT
    case 7:
      return 8;  // DOUBLE
    }
    throw new RuntimeException(""Unknown type with id: '"" + type + ""'"");
  }
}","2"
"public class Getmillisfromticks {

  public static long getmillisfromticks(long hi, long lo) {
    long ticks = ((hi << 32) | lo);
    return ticks / 10000; // 100 ns = 0.0001 ms
  }
}","1"
"public class Canfitinmemory {

  public static boolean canfitinmemory(long bufferSize) {
    Runtime r = Runtime.getRuntime();
    long mem = r.freeMemory() / 2;
    return bufferSize < mem && bufferSize <= Integer.MAX_VALUE;
  }
}","2"
